Asset Id,Asset Unique Id,Parent Asset Id,Date Created,External Asset Ref,External Asset Created On,External Asset Updated On,Client Asset Id,Client Date Created,Client Last Modified,Asset Type,Category Name,Asset Status,Compliance Status,Site Name,Sub Block Name,Zone Name,Location Name,
11814,COURT - FD11,,2022-05-22 08:45:58,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard,,Ground Floor,HWT Room,
11815,COURT - WR1,,2022-05-22 08:46:51,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 1,
11816,COURT - WR2,,2022-05-22 08:47:40,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 2,
11817,COURT - WR3,,2022-05-22 08:48:30,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 3,
11818,COURT - WR4,,2022-05-22 08:49:24,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 4,
11819,COURT - WR5,,2022-05-22 08:50:13,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 5,
11820,COURT - WR6,,2022-05-22 08:51:21,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Courtyard,,Ground Floor,Bedroom 6,
11821,COURT - FX1,,2022-05-22 08:53:11,,,,,,,Fire Exit,Fire,Un-assigned,,Courtyard,,Ground Floor,Bedroom 6,
11822,COURT - FX2,,2022-05-22 08:54:06,,,,,,,Fire Exit,Fire,Un-assigned,,Courtyard,,Ground Floor,Hallway / Corridor,
11823,COURT - TMV1,,2022-05-22 08:55:21,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Kitchen,
11824,COURT - TMV2,,2022-05-22 08:56:20,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bathroom,
11825,COURT - TMV3,,2022-05-22 08:57:08,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bathroom,
11826,COURT - TMV4,,2022-05-22 08:57:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 1,
11827,COURT - TMV5,,2022-05-22 08:58:44,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 2,
11828,COURT - TMV6,,2022-05-22 08:59:44,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 3,
11829,COURT - TMV7,,2022-05-22 09:00:41,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 4,
11830,COURT - TMV8,,2022-05-22 09:06:59,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 5,
11831,COURT - TMV9,,2022-05-22 09:07:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Bedroom 6,
11832,COURT - TMT1,,2022-05-22 09:09:01,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Courtyard,,Ground Floor,Staff / Visitor toilet,
11833,COURT - HWD1,,2022-05-22 09:10:37,,,,,,,Hot Water Distribution,Water,Un-assigned,,Courtyard,,Ground Floor,HWT Room,
11834,COURT - SHOWER&amp;TAP1,,2022-05-22 09:12:12,,,,,,,Shower and Tap Outlets,Water,Assigned,,Courtyard,,Ground Floor,Bathroom,
11835,COURT - SHOWER&amp;TAP2,,2022-05-22 09:13:27,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Courtyard,,Ground Floor,Bathroom,
11836,NUMB 4 - TMV3,,2022-05-22 09:18:54,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Number 4,,Ground Floor,Kitchen,
11837,NUMB 4 - TMV4,,2022-05-22 09:20:07,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Number 4,,1st Floor,Bedroom 1,
11838,NUMB 4 - TMV5,,2022-05-22 09:26:26,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Number 4,,1st Floor,Bathroom 1,
11839,NUMB 4 - TMV6,,2022-05-22 09:27:17,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Number 4,,1st Floor,Bedroom 2,
11840,NUMB 4 - TMV7,,2022-05-22 09:28:03,,,,,,,TMV (Thermostatic Mixing Valve),Water,Assigned,,Number 4,,1st Floor,Bedroom 3,
11841,MILLIES - TMV5,,2022-05-22 11:53:33,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Staff Toilet,
11842,MILLIES - TMV6,,2022-05-22 11:54:46,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Store Room - Old Toilet,
11843,MILLIES - TMV7,,2022-05-22 11:55:53,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,J&amp;J Bathroom 2,
11844,MILLIES - TMV8,,2022-05-22 11:56:45,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Bedroom 1,
11845,MILLIES - TMV9,,2022-05-22 11:57:49,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Bedroom 2,
11846,MILLIES - TMV10,,2022-05-22 11:59:01,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Bedroom 3,
11847,MILLIES - TMV12,,2022-05-22 12:00:05,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Bedroom 4,
11848,MILLIES - TMV11,,2022-05-22 12:01:05,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Millies Courtyard,,Ground Floor,Bedroom 5,
11849,LIL - TMV1,,2022-05-22 15:32:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lilly House,,Ground Floor,Staff Toilet,
11850,LIL - TMV2,,2022-05-22 15:34:03,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11851,LIL - TMV3,,2022-05-22 15:35:52,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lilly House,,1st Floor,Shower Room,
11852,LIL - TMV4,,2022-05-22 15:36:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lilly House,,1st Floor,Bathroom,
11853,LIL - TMV5,,2022-05-22 15:37:52,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lilly House,,1st Floor,Bathroom,
11854,LIL - HWD1,,2022-05-22 15:39:03,,,,,,,Hot Water Distribution,Water,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11855,LIL - SHOWER&amp;TAP1,,2022-05-22 15:41:20,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lilly House,,1st Floor,Shower Room,
11856,LIL - EF1,,2022-05-22 15:42:28,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Lilly House,,1st Floor,Shower Room,
11857,LIL - EF2,,2022-05-22 15:43:19,,,,,,,Extractor Fan,Maintenance,Assigned,,Lilly House,,1st Floor,Bathroom,
11858,LIL - EF3,,2022-05-22 17:35:32,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11859,LIL - EF4,,2022-05-22 17:36:23,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11860,LIL - LR1,,2022-05-22 17:37:24,,,,,,,Record of Lint Removal,Fire,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11861,LIL - CO1,,2022-05-22 17:47:42,,,,,,,C0 Monitor,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11862,LIL - CP1,,2022-05-22 17:48:40,,,,,,,Call Point,Fire,Un-assigned,,Lilly House,,Ground Floor,Hallway,
11863,LIL - CP2,,2022-05-22 17:51:31,,,,,,,Call Point,Fire,Assigned,,Lilly House,,Ground Floor,Kitchen,
11864,LIL - CP3,,2022-05-22 17:53:06,,,,,,,Call Point,Fire,Un-assigned,,Lilly House,,1st Floor,Landing area,
11865,LIL - EML1,,2022-05-22 17:54:19,,,,,,,Emergency Lights,Fire,Un-assigned,,Lilly House,,Ground Floor,Hallway,
11866,LIL - EML2,,2022-05-22 17:55:19,,,,,,,Emergency Lights,Fire,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11867,LIL - FB1,,2022-05-22 17:56:17,,,,,,,Fire Blanket,Fire,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11868,LIL - FEX1,,2022-05-22 17:57:11,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Lilly House,,Ground Floor,Hallway,
11869,LIL - FEX2,,2022-05-22 17:58:08,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11870,LIL - FD1,,2022-05-22 17:59:19,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11871,LIL - FD2,,2022-05-22 18:00:14,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,Ground Floor,Lounge,
11872,LIL - FD3,,2022-05-22 18:01:16,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,Ground Floor,Sensory Room,
11873,LIL - FD4,,2022-05-22 18:02:16,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,Ground Floor,Managers Office,
11874,LIL - FD5,,2022-05-22 18:03:07,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11875,LIL - FD6,,2022-05-22 18:04:04,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,1st Floor,Bedroom 1,
11876,LIL - FD7,,2022-05-22 18:04:54,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,1st Floor,Bedroom 2,
11877,LIL - FD8,,2022-05-22 18:05:50,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,1st Floor,Bedroom 3,
11878,LIL - FD9,,2022-05-22 18:06:53,,,,,,,Fire Doors,Fire,Un-assigned,,Lilly House,,1st Floor,Bedroom 4,
11879,LIL - DG1,,2022-05-22 18:08:07,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11880,LIL - DG2,,2022-05-22 18:11:12,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Lounge,
11881,LIL - DG3,,2022-05-22 18:12:06,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Sensory Room,
11882,LIL - DG4,,2022-05-22 18:13:03,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Managers Office,
11883,LIL - DG5,,2022-05-22 18:14:08,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Laundry,
11884,LIL - DG6,,2022-05-22 18:15:01,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 1,
11885,LIL - DG7,,2022-05-22 20:38:22,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 2,
11886,LIL - DG8,,2022-05-22 20:39:21,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 3,
11887,LIL - DG9,,2022-05-22 20:40:42,,,,,,,Doorguard,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 4,
11888,LIL - WR1,,2022-05-22 20:54:09,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Conservatory,
11889,LIL - WR2,,2022-05-22 20:55:17,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,1st Floor,Shower Room,
11890,LIL - WR3,,2022-05-22 20:56:22,,,,,,,Window Restrictor,Maintenance,Assigned,,Lilly House,,1st Floor,Bathroom,
11891,LIL - WR4,,2022-05-22 20:58:32,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 1,
11892,LIL - WR5,,2022-05-22 21:00:18,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 2,
11893,LIL - WR6,,2022-05-22 21:01:49,,,,,,,Window Restrictor,Maintenance,Assigned,,Lilly House,,1st Floor,Bedroom 3,
11894,LIL - WR7,,2022-05-22 21:03:44,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,1st Floor,Bedroom 4,
11895,LIL - WR8,,2022-05-22 21:04:56,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Dining Room,
11896,LIL - WR9,,2022-05-22 21:06:06,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lilly House,,Ground Floor,Kitchen,
11897,LIL - FA1,,2022-05-22 21:10:55,,,,,,,Fire Alarm,Fire,Un-assigned,,Lilly House,,Ground Floor,Hallway,
11898,LUC - TMV1,,2022-05-22 21:12:51,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11899,LUC - TMV2,,2022-05-22 21:13:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11900,LUC - TMV3,,2022-05-22 21:15:37,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 1,
11901,LUC - TMV4,,2022-05-22 21:16:46,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,1st Floor,Bedroom 4 - Ensuite,
11902,LUC - TMV5,,2022-05-22 21:17:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,1st Floor,Bedroom 5,
11903,LUC - TMV6,,2022-05-22 21:19:11,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,1st Floor,Bathroom,
11904,LUC - TMV7,,2022-05-22 21:20:28,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lucerne House,,1st Floor,Bathroom,
11905,LUC - HWC1,,2022-05-22 21:21:57,,,,,,,Hot Water Distribution,Water,Un-assigned,,Lucerne House,,1st Floor,Tank Housing,
11906,LUC - HWD1,,2022-05-22 21:27:01,,,,,,,Hot Water Distribution,Water,Un-assigned,,Lucerne House,,Ground Floor,Laundry,
11907,LUC - CO1,,2022-05-22 21:28:19,,,,,,,C0 Monitor,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Laundry,
11908,LUC - WR1,,2022-05-22 21:29:33,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bathroom,
11909,LUC - WR2,,2022-05-22 21:30:51,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 3,
11910,LUC - WR3,,2022-05-22 21:31:54,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 4,
11911,LUC - WR4,,2022-05-22 21:33:10,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 5,
11912,LUC - WR5,,2022-05-22 21:34:36,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 6,
11913,LUC - WR7,,2022-05-22 21:35:41,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 1,
11914,LUC - WR6,,2022-05-22 21:36:45,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 2,
11915,LUC - WR8,,2022-05-22 21:38:06,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Office,
11916,LUC - CP1,,2022-05-22 21:39:31,,,,,,,Call Point,Fire,Un-assigned,,Lucerne House,,Ground Floor,Hallway,
11917,LUC - SHOWER&amp;TAP1,,2022-05-22 21:41:01,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lucerne House,,1st Floor,Bathroom,
11918,LUC - SHOWER&amp;TAP2,,2022-05-22 21:42:32,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lucerne House,,1st Floor,Bedroom 3 - Ensuite,
11919,LUC - SHOWER&amp;TAP3,,2022-05-22 21:43:33,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lucerne House,,1st Floor,Bedroom 4 - Ensuite,
11920,LUC - FEX1,,2022-05-22 21:45:41,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11921,LUC - FEX2,,2022-05-22 21:46:40,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Lucerne House,,Ground Floor,Rear hallway to offices,
11922,LUC - FEX3,,2022-05-22 21:48:16,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Lucerne House,,Ground Floor,Hallway,
11923,LUC - FB1,,2022-05-22 21:50:10,,,,,,,Fire Blanket,Fire,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11924,LUC - FA1,,2022-05-22 21:54:08,,,,,,,Fire Alarm,Fire,Un-assigned,,Lucerne House,,Ground Floor,Hallway,
11925,LUC - EML1,,2022-05-22 21:55:22,,,,,,,Emergency Lights,Fire,Un-assigned,,Lucerne House,,Ground Floor,Hallway,
11926,LUC - EML2,,2022-05-22 21:56:56,,,,,,,Emergency Lights,Fire,Un-assigned,,Lucerne House,,Ground Floor,Rear hallway to offices,
11927,LUC - FD1,,2022-05-22 21:58:24,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 1,
11928,LUC - FD2,,2022-05-22 21:59:29,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 2,
11929,LUC - FD3,,2022-05-22 22:00:52,,,,,,,Fire Doors,Fire,Assigned,,Lucerne House,,Ground Floor,Art room,
11930,LUC - FD4,,2022-05-22 22:02:06,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Dining Room,
11931,LUC - FD5,,2022-05-22 22:03:25,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11932,LUC - FD6,,2022-05-22 22:05:16,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Laundry,
11933,LUC - FD7,,2022-05-22 22:06:31,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Office,
11934,LUC - FD8,,2022-05-22 22:07:42,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Rear hallway to offices,
11935,LUC - FD9,,2022-05-22 22:08:51,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,Ground Floor,Sensory Room,
11936,LUC - FD10,,2022-05-22 22:10:27,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,1st Floor,Bedroom 3,
11937,LUC - FD11,,2022-05-22 22:12:00,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,1st Floor,Bedroom 4,
11938,LUC - FD12,,2022-05-22 22:13:33,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,1st Floor,Bedroom 5,
11939,LUC - FD13,,2022-05-22 22:14:50,,,,,,,Fire Doors,Fire,Un-assigned,,Lucerne House,,1st Floor,Bedroom 6,
11940,LUC - DG1,,2022-05-22 22:16:19,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 1,
11941,LUC - DG2,,2022-05-22 22:17:31,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Bedroom 2,
11942,LUC - DG3,,2022-05-22 22:18:50,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Art room,
11943,LUC - DG4,,2022-05-22 22:19:50,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Dining Room,
11944,LUC - DG5,,2022-05-22 22:21:01,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Kitchen,
11945,LUC - DG6,,2022-05-22 22:22:04,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Laundry,
11946,LUC -  DG7,,2022-05-22 22:23:28,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Office,
11947,LUC - DG8,,2022-05-22 22:24:45,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Rear hallway to offices,
11948,LUC - DG9,,2022-05-22 22:25:57,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,Ground Floor,Sensory Room,
11949,LUC - DG10,,2022-05-22 22:27:20,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 3,
11950,LUC - DG11,,2022-05-22 22:28:48,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 4,
11951,LUC - DG12,,2022-05-22 22:30:08,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 5,
11952,LUC - DG13,,2022-05-22 22:31:23,,,,,,,Doorguard,Maintenance,Un-assigned,,Lucerne House,,1st Floor,Bedroom 6,
11953,LAT - HWC1,,2022-05-22 22:33:30,,,,,,,Hot Water Distribution,Water,Un-assigned,,Lataya House,,1st Floor,Laundry &amp; HWT,
11954,LAT - HWD1,,2022-05-22 22:34:54,,,,,,,Hot Water Distribution,Water,Un-assigned,,Lataya House,,1st Floor,Laundry &amp; HWT,
11955,LAT - TMV1,,2022-05-22 22:36:20,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,Ground Floor,,
11956,LAT - TMV2,,2022-05-22 22:37:57,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,1st Floor,Bathroom,
11957,LAT - TMV3,,2022-05-22 22:40:07,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,1st Floor,Bathroom,
11958,LAT - TMV4,,2022-05-22 22:42:03,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,Ground Floor,Kitchen,
11959,LAT - TMV5,,2022-05-22 22:43:50,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,Ground Floor,Staff Toilet,
11960,LAT - TMV6,,2022-05-22 22:45:13,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lataya House,,1st Floor,Bathroom,
11961,LAT - SHOWER&amp;TAPS1,,2022-05-22 22:46:29,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lataya House,,Ground Floor,,
11962,LAT - SHOWER&amp;TAPS2,,2022-05-22 22:47:33,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lataya House,,1st Floor,Bathroom,
11963,LAT - SHOWER&amp;TAPS3,,2022-05-22 22:48:37,,,,,,,Shower and Tap Outlets,Water,Un-assigned,,Lataya House,,1st Floor,Bathroom,
11964,SV - FA01,,2022-05-24 09:25:17,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11965,SV - FA02,,2022-05-24 09:32:01,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11966,SV - FA03,,2022-05-24 09:32:50,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11967,SV - FA04,,2022-05-24 09:33:47,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11968,SV - FA05,,2022-05-24 09:35:16,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11969,SV - FA06,,2022-05-24 09:37:04,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11970,SV - FA07,,2022-05-24 09:38:16,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11971,SV - FA08,,2022-05-24 09:39:24,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11972,SV - FA09,,2022-05-24 10:09:41,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11973,SV - FA10,,2022-05-24 10:10:43,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11974,SV - FA11,,2022-05-24 10:11:48,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11975,SV - FA12,,2022-05-24 10:13:11,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11976,SV - FA13,,2022-05-24 10:14:19,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11977,SV - FA14,,2022-05-24 10:15:44,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11978,SV - FA15,,2022-05-24 10:16:45,,,,,,,Fire Alarm,Fire,Un-assigned,,Seaham View,,,,
11979,SV - FE01,,2022-05-24 10:20:07,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11980,SV - FE02,,2022-05-24 10:23:54,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11981,SV - FE03,,2022-05-24 10:25:02,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11982,SV - FE04,,2022-05-24 10:32:51,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11983,SV - FE05,,2022-05-24 10:33:42,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11984,SV - FE06,,2022-05-24 10:35:55,,,,,,,Fire Blanket,Fire,Un-assigned,,Seaham View,,,,
11985,SV - FE07,,2022-05-24 10:36:56,,,,,,,Fire Extinguisher,Fire,Assigned,,Seaham View,,,,
11986,SV - FE08,,2022-05-24 10:38:29,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11987,SV - FE09,,2022-05-24 10:39:33,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11988,SV - FE10,,2022-05-24 10:40:59,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11989,SV - FE11,,2022-05-24 10:42:07,,,,,,,Fire Blanket,Fire,Un-assigned,,Seaham View,,,,
11990,SV - FE12,,2022-05-24 10:43:01,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11991,SV - FE13,,2022-05-24 10:44:50,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Seaham View,,,,
11992,PV - FD01,,2022-05-25 16:28:33,,,,,,,Fire Doors,Fire,Un-assigned,,Pennine View,,,,
11993,PV - FD02,,2022-05-25 16:29:20,,,,,,,Fire Doors,Fire,Un-assigned,,Pennine View,,,,
11994,PV - FD03,,2022-05-25 16:30:16,,,,,,,Fire Doors,Fire,Un-assigned,,Pennine View,,,,
11995,PV - FD04,,2022-05-25 16:31:03,,,,,,,Fire Doors,Fire,Un-assigned,,Pennine View,,,,
12007,PV - WO01,,2022-05-26 11:21:19,,,,,,,Water Outlet,Water,Un-assigned,Compliant,Pennine View,,,,
12008,PV - WO02,,2022-05-26 11:22:37,,,,,,,Water Outlet,Water,Un-assigned,Compliant with recommendations,Pennine View,,,,
12009,PV - WO03,,2022-05-26 11:25:04,,,,,,,Water Outlet,Water,Un-assigned,Compliant,Pennine View,,,,
12010,PV - WO04,,2022-05-26 11:27:02,,,,,,,Water Outlet,Water,Un-assigned,,Pennine View,,,,
12011,PV - WO05,,2022-05-26 11:30:40,,,,,,,Water Outlet,Water,Un-assigned,,Pennine View,,,,
