Asset Id,Asset Unique Id,Parent Asset Id,Asset Type,Compliance Status,Site Name,Site Postcode,Sub Block Name,Zone Name,Location Name,
11098,DYG EXF-10,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,JB Bedroom/En suite,
11099,DYG EXF-11,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,JG Bedroom/En suite,
11100,DYG EXF-12,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,OL Bedroom/En suite,
11101,DYG EXF-13,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,Staff Bedroom/En suite,
11102,Luc - CH0001,,Central Heating,,Lucerne House,NN15 6TE,,Ground Floor,Laundry,
11103,Luc - HOB01,,Gas Mains System,,Lucerne House,NN15 6TE,,Ground Floor,Kitchen,
11104,Lil - HOB01,,Gas Mains System,,Lilly House,NN15 6RZ,,Ground Floor,Kitchen,
11105,Lil - CH01,,Central Heating,,Lilly House,NN15 6RZ,,Ground Floor,Laundry,
11106,Lat - CH01,,Central Heating,,Lataya House,NN10 9LA,,1st Floor,Landing,
11107,Lat - HOB01,,Gas Mains System,,Lataya House,NN10 9LA,,Ground Floor,Kitchen,
11108,CH0001,,Central Heating,,Lataya House,NN10 9LA,,1st Floor,Laundry &amp; HWT,
11109,SHBIR-CO2M-001,11109,C0 Monitor,,Swanton House Birch,NR24 2QT,,Ground Floor ,Laundry,
11110,Eden View-FAP001,,Fire Alarm,,Eden View,CB25 9BB,,Ground Floor,Foyer,
11111,Eden View-NC002,,Nurse Call/panic/attack alarms,,Eden View,CB25 9BB,,Ground Floor,Bedroom 2,
11112,Eden View-TMV002,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 2,
11114,Eden View-FD002,11114,Fire Doors,,Eden View,CB25 9BB,,Ground Floor,Bedroom 2,
11115,Eden View-EXF002,,Extractor Fan,,,,,,,
11116,Eden View-EL004,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Foyer,
11117,Eden View -EL007,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11118,Eden View -EL008,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11119,Emiliys - CP01,,Call Point,,Emilys House,WA2 9AF,,Ground Floor ,Lounge,
11120,Emilys - CP02,,Call Point,,Emilys House,WA2 9AF,,Ground Floor ,Laundry,
11121,Emilys - CP03,,Call Point,,Emilys House,WA2 9AF,,Ground Floor ,Main Hallway,
11122,Emilys - CP04,,Call Point,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 1 to left of lounge area,
11123,Emilys - CP05,,Call Point,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 2 to right of lounge,
11124,Emilys - FXT01,,Fire Exit,,Emilys House,WA2 9AF,,Ground Floor ,Laundry,
11125,Emilys - FXT02,,Fire Exit,,Emilys House,WA2 9AF,,Ground Floor ,Main Hallway,
11126,Emilys - FXT03,,Fire Exit,,Emilys House,WA2 9AF,,Ground Floor ,Staff front entrance,
11127,Emilys - FXT05,,Fire Exit,,Emilys House,WA2 9AF,,Ground Floor ,Rear exit lobby,
11128,Emilys - FEX01,,Fire Extinguisher,,Emilys House,WA2 9AF,,Ground Floor ,Kitchen,
11129,Emilys - FEX02,,Fire Extinguisher,,Emilys House,WA2 9AF,,Ground Floor ,Main Hallway,
11130,Emilys - FEX03,,Fire Extinguisher,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 1 to left of lounge area,
11131,Emilys - FEX04,,Fire Extinguisher,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 2 to right of lounge,
11132,Emilys - FD01,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 1,
11133,Emilys - FD02,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 2,
11134,Emilys - FD03,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 3,
11135,Emilys - FD04,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 4,
11136,Emilys - FD05,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 5,
11137,Emilys - FD06,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Bedroom 6,
11138,Emilys - FD07,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Sensory Room,
11139,Emilys - FD08,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Family Room,
11140,Emilys - FD09,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Lounge,
11141,Emilys - FD10,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Kitchen,
11142,Emilys - FD11,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Laundry,
11143,Emilys - FD12,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Main Hallway,
11144,Emilys - FD13,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 1 to left of lounge area,
11145,Emilys - FD14,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Corridor 2 to right of lounge,
11146,Emilys - FD15,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,J&amp;J Bathroom 1,
11147,Emilys - FD16,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,J&amp;J Bathroom 2,
11148,Emilys - FD17,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,J&amp;J Bathroom 3,
11149,Emilys - FD18,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Sleep room,
11150,Emilys - FD19,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Managers Office,
11151,Emilys - FD20,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Communal Toilet 1,
11152,Emilys - FD21,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Communal Toilet 2,
11153,Emilys - FD22,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Communal Toilet 3,
11154,Emilys - FD23,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Coshh Room,
11155,Emilys - FD24,,Fire Doors,,Emilys House,WA2 9AF,,Ground Floor ,Data medical room,
11168,EV-TMV001,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 1,
11169,EV-TMV002,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 2,
11170,EV-TMV003,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 3,
11171,EV-TMV004,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 4,
11172,EV-TMV005,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Bedroom 5,
11173,EV-TMV006,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Bedroom 6,
11174,EV-TMV007,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Bedroom 8,
11175,EV-TMV008,,TMV (Thermostatic Mixing Valve),,,,,,,
11176,EV-TMV009,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Bedroom 9,
11177,EV-TMV010,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Bedroom 10,
11178,EV-TMV011,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Kitchen,
11179,EV-TMV012,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Kitchen,
11180,SP - TMV1,,TMV (Thermostatic Mixing Valve),,St. Pauls,S25 3PL,,,,
11181,SP - TMV2,,TMV (Thermostatic Mixing Valve),,St. Pauls,S25 3PL,,,,
11182,SP - TMV3,,TMV (Thermostatic Mixing Valve),,St. Pauls,S25 3PL,,,,
11183,SP - TMV4,,TMV (Thermostatic Mixing Valve),,St. Pauls,S25 3PL,,,,
11184,SP - TMV5,,TMV (Thermostatic Mixing Valve),,St. Pauls,S25 3PL,,,,
11185,SHB - TMV1,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11186,SHB - TMV2,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11187,SHB - TMV3,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11188,SHB - TMV4,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11189,SHB - TMV5,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11190,SHB - TMV6,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11191,SHB - TMV7,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11192,SHB - TMV8,,TMV (Thermostatic Mixing Valve),,Station Bungalow,S25 3RW,,,,
11193,SH - TMV1,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11194,SH - TMV2,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11195,SH - TMV3,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11196,SH - TMV4,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11197,SH - TMV5,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11198,SH - TMV6,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11199,SH - TMV7,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11200,SH - TMV8,,TMV (Thermostatic Mixing Valve),,Station House,S25 3RW,,,,
11201,EV-TMV013,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,Ground Floor,Laundry,
11202,EV-TMV014,,TMV (Thermostatic Mixing Valve),,,,,,,
11203,EV-TMV015,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Staff Kitchen,
11204,EV-TMV016,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Bathroom,
11205,EV-TMV017,,TMV (Thermostatic Mixing Valve),Compliant,Eden View,CB25 9BB,,1st Floor,Staff Shower Room,
11206,EV-EL003,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Foyer,
11207,EV-EL004,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11208,9BD - TMV1,,TMV (Thermostatic Mixing Valve),,9 Belvedere Drive,S73 9RL,,,,
11209,9BD - TMV2,,TMV (Thermostatic Mixing Valve),,9 Belvedere Drive,S73 9RL,,,,
11210,PV - TMV1,,TMV (Thermostatic Mixing Valve),,Pennine View,S73 9RB,,,,
11211,EV-EL005,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Stair Area,
11212,PV - TMV2,,TMV (Thermostatic Mixing Valve),,Pennine View,S73 9RB,,,,
11213,PV - TMV3,,TMV (Thermostatic Mixing Valve),,Pennine View,S73 9RB,,,,
11214,EV-EL006,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Stair Area,
11215,PV - TMV4,,TMV (Thermostatic Mixing Valve),,Pennine View,S73 9RB,,,,
11216,EV-EL007,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11217,EV-EL008,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11218,PV - TMV5,,TMV (Thermostatic Mixing Valve),,Pennine View,S73 9RB,,,,
11219,EV-EL009,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11220,EV-EL010,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11221,EV-EL011,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Corridor,
11222,EV-EL012,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Maintenance Store,
11223,9AC - TMV1,,TMV (Thermostatic Mixing Valve),,9 Avon Close,S73 0RX,,,,
11225,EV-EL013,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,WC,
11226,EV-EL014,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Lounge,
11227,EV-EL015,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Lounge,
11228,EV-EL016,,Emergency Lights,,,,,,,
11229,EV-EL017,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Visitor Entrance,
11230,EV-EL018,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Kitchen,
11231,EV-EL022,,Emergency Lights,,Eden View,CB25 9BB,,Ground Floor,Laundry,
11232,EC - TMV1,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11233,EC - TMV2,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11234,EV-EL029,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Corridor,
11235,EC - TMV3,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11236,EV-EL030,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Corridor,
11237,EC - TMV4,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11238,EV-EL031,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Corridor,
11239,EV-EL032,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Corridor,
11240,EC - TMV5,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11241,EV-EL033,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Corridor,
11242,EC - TMV6,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11243,EC - TMV7,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11244,EV-EL034,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Archive Room,
11245,EV-EL035,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Nurses Station,
11246,EV-EL036,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Physio Room,
11247,EV-EL037,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Physio Room,
11248,EV-EL038,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Physio Room,
11249,EV-EL039,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Lounge,
11250,EV-EL040,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Lounge,
11251,EV-EL041,,Emergency Lights,,Eden View,CB25 9BB,,1st Floor,Lounge,
11252,EC - TMV8,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11253,EC - TMV9,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11254,EC - TMV10,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11255,EC - TMV11,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11256,EC - TMV12,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11257,EC - TMV13,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11258,EC - TMV14,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11259,EC - TMV15,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11260,EC - TMV16,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11261,EC - TMV17,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11262,EC - TMV18,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11263,EC - TMV19,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11264,EC - TMV20,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11265,EC - TMV21,,TMV (Thermostatic Mixing Valve),,Eastcliffe,SR6 9PX,,,,
11266,LA - TMV1,,TMV (Thermostatic Mixing Valve),,Lynnwood Avenue,NE4 6XB,,,,
11267,LA - TMV2,,TMV (Thermostatic Mixing Valve),,Lynnwood Avenue,NE4 6XB,,,,
11268,LA - TMV3,,TMV (Thermostatic Mixing Valve),,Lynnwood Avenue,NE4 6XB,,,,
11269,LA - TMV4,,TMV (Thermostatic Mixing Valve),,Lynnwood Avenue,NE4 6XB,,,,
11270,LA - TMV5,,TMV (Thermostatic Mixing Valve),,Lynnwood Avenue,NE4 6XB,,,,
11271,PL - TMV1,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11273,PL - TMV2,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11274,PL - TMV3,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11275,PL - TMV4,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11276,PL - TMV5,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11277,PL - TMV6,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11278,PL - TMV7,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11279,PL - TMV8,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11280,PL - TMV9,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11281,PL - TMV10,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11282,PL - TMV11,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11283,PL - TMV12,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11284,PL - TMV13,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11285,PL - TMV 14,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11286,PL - TMV15,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11287,PL - TMV16,,TMV (Thermostatic Mixing Valve),,Park Lodge,SR6 9PU,,,,
11288,CD - TMV1,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11289,CD - TMV2,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11290,CD - TMV3,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11291,CD - TMV4,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11292,CD - TMV5,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11293,CD - TMV6,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11294,CD - TMV7,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11295,CD - TMV8,,TMV (Thermostatic Mixing Valve),,The Cedars,SR2 7TW,,,,
11296,TG - TMV1,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11297,TG - TMV2,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11298,TG - TMV3,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11299,TG - TMV4,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11300,TG - TMV5,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11301,TG - TMV6,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11302,TG - TMV7,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11303,TG - TMV8,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11304,TG - TMV9,,TMV (Thermostatic Mixing Valve),,The Grove,TS7 8AN,,,,
11305,TH - TMV1,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11306,TH - TMV2,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11307,TH - TMV3,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11308,TH - TMV4,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11309,TH - TMV5,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11310,TH - TMV6,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11311,TH - TMV7,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11312,TH - TMV8,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11313,TH - TMV9,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11314,TH - TMV10,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11315,TH - TMV11,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11316,TH - TMV12,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11317,TH - TMV13,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11318,TH - TMV14,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11319,TH - TMV15,,TMV (Thermostatic Mixing Valve),,Trinity House,SR7 9RQ,,,,
11327,TD - TMV1,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11328,TD - TMV2,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11329,TD - TMV3,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11330,TD - TMV4,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11331,TD - TMV5,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11332,TD - TMV6,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11333,TD - TMV7,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11334,TD - TMV8,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11335,TD - TMV9,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11336,TD - TMV10,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11337,TD - TMV11,,TMV (Thermostatic Mixing Valve),,Tynedale,SR2 7TR,,,,
11338,21BD - TMV1,,TMV (Thermostatic Mixing Valve),,21 Belvedere Drive,S73 9RL,,,,
11339,21BD - TMV2,,TMV (Thermostatic Mixing Valve),,21 Belvedere Drive,S73 9RL,,,,
11340,21BD - TMV3,,TMV (Thermostatic Mixing Valve),,21 Belvedere Drive,S73 9RL,,,,
11341,BP - TMV1,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11342,BP - TMV2,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11343,BP - TMV3,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11344,BP - TMV4,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11345,BP - TMV5,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11346,BP - TMV6,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11347,BP - TMV7,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11348,BP - TMV8,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11349,BP - TMV9,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11350,BP - TMV10,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11351,BP - TMV11,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11352,BP - TMV12,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11353,BP - TMV13,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11354,BP - TMV14,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11355,BP - TMV15,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11356,BP - TMV16,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11357,BP - TMV17,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11358,BP - TMV18,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11359,BP - TMV19,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11360,BP - TMV20,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11361,BP - TMV21,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11362,BP - TMV22,,TMV (Thermostatic Mixing Valve),,Baylis Place,HU7 4YG,,,,
11363,HH - TMV1,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11364,HH - TMV2,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11365,HH - TMV3,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11366,HH - TMV4,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11367,HH - TMV5,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11368,HH - TMV6,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11369,HH - TMV7,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11370,HH - TMV8,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11371,HH - TMV9,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11372,HH - TMV10,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11373,HH - TMV11,,TMV (Thermostatic Mixing Valve),,Huckleberry House,HU3 3ED,,,,
11378,DARWIN - HWD4,,Hot Water Distribution,Compliant with recommendations,Darwin Place,TF13 6AT,,Staff / Management area,Staff Room 1 - Upstairs,
11379,DARWIN - HWD3,,Hot Water Distribution,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Staff Room 2 - Upstairs,
11381,DARWIN - HWD2,,Hot Water Distribution,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Toilet - Upstairs Staff,
11386,DARWIN - HWDapt1,,Hot Water Distribution,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
11387,DARWIN - HWDapt2,,Hot Water Distribution,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
11388,DARWIN - HWDapt3,,Hot Water Distribution,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
11389,DARWIN - CW01,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 1,
11390,DARWIN - CW02,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 2,
11391,DARWIN - CW03,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 3,
11392,DARWIN - CW04,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 4,
11393,DARWIN - CW05,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 1 - Upstairs,
11394,DARWIN - CW06,,Cold Water Outlet,,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 2 - Upstairs,
11395,DARWIN - CW07,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Laundry,
11396,DARWIN - CW09,,Cold Water Outlet,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Toilet - Upstairs Staff,
